epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,312.978,0.88592,0.56682,1.33946,0.94327,0.89372,0.95134,0.69064,0.96669,0.68885,1.72179,0.001505,0.001505,0.001505
17,330.802,0.92045,0.56287,1.3641,0.96131,0.92271,0.95566,0.67989,1.0626,0.60986,1.85099,0.001472,0.001472,0.001472
18,348.549,0.88862,0.56996,1.3471,0.96092,0.95018,0.96802,0.69994,0.9643,0.57331,1.70657,0.001439,0.001439,0.001439
19,366.15,0.89119,0.57103,1.33962,0.97999,0.94625,0.97134,0.7149,0.93465,0.58288,1.67719,0.001406,0.001406,0.001406
20,385.137,0.89381,0.57498,1.3594,0.94599,0.95169,0.96329,0.72632,0.89547,0.52485,1.62828,0.001373,0.001373,0.001373
21,403.263,0.88683,0.53167,1.33903,0.92817,0.94203,0.9622,0.72382,0.94336,0.56304,1.63359,0.00134,0.00134,0.00134
22,420.637,0.85001,0.5299,1.32457,0.9702,0.96135,0.96324,0.73584,0.86695,0.48581,1.59763,0.001307,0.001307,0.001307
23,438.603,0.84435,0.5364,1.31268,0.97372,0.95652,0.97229,0.75214,0.81619,0.51875,1.53013,0.001274,0.001274,0.001274
24,457.445,0.82294,0.50835,1.29256,0.98024,0.95882,0.97538,0.75782,0.82488,0.45582,1.55259,0.001241,0.001241,0.001241
25,475.091,0.83768,0.50472,1.29623,0.98969,0.92711,0.97313,0.69944,0.99316,0.57742,1.71755,0.001208,0.001208,0.001208
26,492.749,0.80415,0.49297,1.27673,0.99008,0.96417,0.97346,0.74575,0.85105,0.47095,1.59251,0.001175,0.001175,0.001175
27,510.452,0.82715,0.49604,1.29955,0.98586,0.94686,0.97614,0.74826,0.8809,0.4909,1.6342,0.001142,0.001142,0.001142
28,529.347,0.84358,0.4857,1.29536,0.98861,0.95652,0.96755,0.73056,0.88362,0.47875,1.67668,0.001109,0.001109,0.001109
29,547.028,0.81805,0.49209,1.27275,0.91946,0.93752,0.9628,0.75072,0.82238,0.51588,1.56326,0.001076,0.001076,0.001076
30,564.8,0.80218,0.46986,1.27645,0.99491,0.94489,0.97208,0.7604,0.85354,0.46052,1.55766,0.001043,0.001043,0.001043
31,582.149,0.80009,0.48177,1.26163,0.99435,0.96135,0.97652,0.77872,0.78943,0.43872,1.48059,0.00101,0.00101,0.00101
32,601.102,0.79278,0.47072,1.26482,0.94902,0.96618,0.97053,0.77176,0.80064,0.45853,1.5048,0.000977,0.000977,0.000977
33,618.645,0.78893,0.46465,1.27468,0.95155,0.94876,0.97318,0.78258,0.79079,0.46087,1.47246,0.000944,0.000944,0.000944
34,636.088,0.79399,0.46912,1.25383,0.9868,0.96135,0.9665,0.78461,0.76945,0.40387,1.48168,0.000911,0.000911,0.000911
35,653.961,0.7583,0.45132,1.24803,0.99458,0.96618,0.9769,0.77617,0.76172,0.40589,1.469,0.000878,0.000878,0.000878
36,672.117,0.77593,0.45734,1.25765,0.98497,0.94996,0.97047,0.78189,0.77043,0.40801,1.46805,0.000845,0.000845,0.000845
37,689.349,0.75476,0.43431,1.23945,0.98527,0.97101,0.97635,0.79461,0.76596,0.398,1.50231,0.000812,0.000812,0.000812
38,707.216,0.73697,0.42737,1.23229,0.98513,0.96004,0.97544,0.78804,0.79251,0.45262,1.46605,0.000779,0.000779,0.000779
39,725.882,0.7628,0.43498,1.23963,0.97986,0.97101,0.97577,0.7914,0.76775,0.40031,1.46711,0.000746,0.000746,0.000746
40,743.341,0.75984,0.42709,1.2486,0.99463,0.97585,0.98339,0.81083,0.72591,0.39131,1.40667,0.000713,0.000713,0.000713
41,760.779,0.77094,0.44128,1.25127,0.99441,0.96135,0.98041,0.78365,0.76412,0.41727,1.48481,0.00068,0.00068,0.00068
42,778.157,0.72099,0.41165,1.21966,0.99976,0.96618,0.98385,0.79838,0.76401,0.38891,1.43692,0.000647,0.000647,0.000647
43,796.988,0.74657,0.42385,1.24146,0.98521,0.96545,0.98141,0.77378,0.77842,0.4287,1.46666,0.000614,0.000614,0.000614
44,814.44,0.73403,0.41734,1.23769,1,0.97061,0.98119,0.8018,0.72992,0.38743,1.44129,0.000581,0.000581,0.000581
45,831.768,0.70429,0.40984,1.19324,0.99999,0.97585,0.98615,0.82454,0.71137,0.37204,1.39771,0.000548,0.000548,0.000548
46,848.97,0.74175,0.42506,1.23671,0.99014,0.96997,0.98001,0.81791,0.73065,0.39129,1.39578,0.000515,0.000515,0.000515
47,867.929,0.72797,0.41699,1.21567,0.99505,0.97043,0.9807,0.81662,0.70993,0.3518,1.39265,0.000482,0.000482,0.000482
48,885.143,0.72644,0.40279,1.21889,0.98999,0.95574,0.97641,0.81346,0.69046,0.3747,1.35659,0.000449,0.000449,0.000449
49,902.794,0.71132,0.40577,1.21275,0.98881,0.97101,0.98005,0.82831,0.68782,0.35568,1.36133,0.000416,0.000416,0.000416
50,920.58,0.71021,0.38322,1.19836,1,0.96967,0.98426,0.81596,0.69759,0.35834,1.36747,0.000383,0.000383,0.000383
51,940.05,0.55383,0.30379,1.21311,0.99332,0.96618,0.98127,0.81503,0.70661,0.35167,1.38329,0.00035,0.00035,0.00035
52,957.189,0.54012,0.29228,1.19999,0.99389,0.96618,0.98207,0.81159,0.70105,0.35487,1.37945,0.000317,0.000317,0.000317
53,973.79,0.52163,0.27437,1.15351,0.98911,0.97101,0.98395,0.83277,0.66561,0.33377,1.33909,0.000284,0.000284,0.000284
54,991.032,0.50155,0.26766,1.14288,0.99459,0.97101,0.98356,0.83011,0.68841,0.33868,1.36705,0.000251,0.000251,0.000251
55,1008.47,0.50698,0.27221,1.16272,0.9948,0.97101,0.98118,0.83152,0.68032,0.3333,1.35552,0.000218,0.000218,0.000218
56,1025.43,0.49999,0.26128,1.14991,0.99502,0.96597,0.97989,0.82512,0.6775,0.32864,1.34379,0.000185,0.000185,0.000185
57,1042.22,0.49,0.25817,1.12976,0.99422,0.96618,0.98333,0.82703,0.65999,0.31426,1.32939,0.000152,0.000152,0.000152
58,1058.98,0.49369,0.25486,1.1412,1,0.97554,0.98966,0.83685,0.6538,0.32177,1.33035,0.000119,0.000119,0.000119
59,1076.86,0.47986,0.24514,1.12254,0.99471,0.97101,0.98236,0.83414,0.65573,0.3209,1.33022,8.6e-05,8.6e-05,8.6e-05
60,1094.02,0.47399,0.23866,1.11995,0.99461,0.97101,0.98135,0.8348,0.65926,0.31881,1.32917,5.3e-05,5.3e-05,5.3e-05
