epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,1100.53,0.51304,0.34053,1.19354,0.99009,0.98893,0.99485,0.91287,0.46881,0.28609,1.18337,0.000944,0.000944,0.000944
34,1132.62,0.48932,0.33392,1.17489,0.99198,0.98515,0.9949,0.94116,0.40012,0.26131,1.10239,0.000911,0.000911,0.000911
35,1165.77,0.50603,0.33909,1.17188,0.98215,0.99505,0.99475,0.94665,0.37926,0.24862,1.08301,0.000878,0.000878,0.000878
36,1197.92,0.47524,0.3353,1.15971,0.98961,0.99505,0.99485,0.92055,0.44076,0.26387,1.16061,0.000845,0.000845,0.000845
37,1230.4,0.4824,0.33121,1.16159,0.99502,0.9885,0.99475,0.93384,0.43958,0.29655,1.15801,0.000812,0.000812,0.000812
38,1263.09,0.47639,0.32292,1.17012,0.98521,0.98905,0.99451,0.93632,0.42055,0.26092,1.12426,0.000779,0.000779,0.000779
39,1294.86,0.46561,0.31308,1.15824,0.98517,0.98642,0.99465,0.93774,0.42587,0.27517,1.1318,0.000746,0.000746,0.000746
40,1326.49,0.45393,0.31069,1.14028,0.98959,0.99505,0.99485,0.93942,0.39854,0.26844,1.12057,0.000713,0.000713,0.000713
41,1359.54,0.45155,0.30537,1.14019,0.98829,1,0.9949,0.94423,0.41322,0.26528,1.12391,0.00068,0.00068,0.00068
42,1391.5,0.46093,0.30861,1.14556,0.99505,0.99498,0.99495,0.93942,0.39153,0.24706,1.09214,0.000647,0.000647,0.000647
43,1423.61,0.44003,0.29796,1.12454,0.98055,0.99839,0.99475,0.9312,0.43953,0.2712,1.17127,0.000614,0.000614,0.000614
44,1457.02,0.45179,0.31405,1.14249,0.9938,0.98515,0.99485,0.94074,0.39258,0.24846,1.10575,0.000581,0.000581,0.000581
45,1489.34,0.44004,0.30119,1.12817,0.99982,0.99505,0.995,0.94646,0.36857,0.22967,1.07309,0.000548,0.000548,0.000548
46,1521.29,0.4322,0.29699,1.12553,0.98947,1,0.995,0.94531,0.39004,0.23678,1.08541,0.000515,0.000515,0.000515
47,1554.1,0.43445,0.29797,1.13002,1,0.99921,0.995,0.94736,0.36764,0.22899,1.06906,0.000482,0.000482,0.000482
48,1586.75,0.42747,0.29354,1.12636,0.99397,0.99505,0.99495,0.94636,0.39375,0.24159,1.09491,0.000449,0.000449,0.000449
49,1618.74,0.41244,0.28312,1.11492,0.99726,0.9802,0.9949,0.94822,0.35214,0.22555,1.04293,0.000416,0.000416,0.000416
50,1651.01,0.41543,0.28494,1.11634,1,0.98812,0.995,0.94904,0.36645,0.22252,1.05536,0.000383,0.000383,0.000383
51,1684.43,0.2905,0.20315,1.11318,0.99923,0.99505,0.995,0.94209,0.36288,0.23535,1.0663,0.00035,0.00035,0.00035
52,1715.11,0.27892,0.18554,1.09539,0.99921,1,0.995,0.94988,0.36009,0.23284,1.06047,0.000317,0.000317,0.000317
53,1745.92,0.27894,0.18292,1.08768,0.99803,1,0.995,0.9569,0.35311,0.22559,1.05155,0.000284,0.000284,0.000284
54,1777.17,0.24975,0.16844,1.05108,0.98475,0.99505,0.99475,0.9598,0.32872,0.22876,1.0209,0.000251,0.000251,0.000251
55,1808.88,0.2549,0.16751,1.07182,0.98953,1,0.99495,0.9545,0.31028,0.21585,0.99992,0.000218,0.000218,0.000218
56,1839.44,0.25466,0.16639,1.05872,0.99963,1,0.995,0.96358,0.29393,0.19812,0.9865,0.000185,0.000185,0.000185
57,1870.33,0.22426,0.15216,1.03249,1,0.99958,0.995,0.96845,0.29285,0.19567,0.99017,0.000152,0.000152,0.000152
58,1901.2,0.23496,0.15215,1.04364,0.99477,1,0.995,0.96949,0.27553,0.18778,0.97882,0.000119,0.000119,0.000119
59,1932.76,0.2285,0.1502,1.02904,0.99472,1,0.995,0.96524,0.28247,0.18559,0.97681,8.6e-05,8.6e-05,8.6e-05
60,1964.59,0.21972,0.14608,1.02649,1,0.99959,0.995,0.96719,0.27688,0.17917,0.9716,5.3e-05,5.3e-05,5.3e-05
