epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,498.388,1.1803,0.93936,1.41029,0.70973,0.72065,0.75259,0.4618,1.20704,0.80186,1.57442,0.001175,0.001175,0.001175
27,515.992,1.16905,0.92811,1.39865,0.72428,0.69128,0.7457,0.47321,1.2169,0.79905,1.55534,0.001142,0.001142,0.001142
28,534.711,1.19992,0.939,1.408,0.78497,0.74932,0.79759,0.50969,1.12291,0.73312,1.4918,0.001109,0.001109,0.001109
29,553.875,1.1379,0.88496,1.3732,0.77977,0.71842,0.79916,0.51857,1.11015,0.75691,1.48398,0.001076,0.001076,0.001076
30,571.016,1.1248,0.92693,1.35322,0.72461,0.73421,0.78478,0.51243,1.11557,0.77705,1.48584,0.001043,0.001043,0.001043
31,588.577,1.11575,0.87802,1.35889,0.73733,0.74609,0.80569,0.51467,1.11007,0.74461,1.4597,0.00101,0.00101,0.00101
32,607.065,1.08719,0.84565,1.35821,0.77282,0.68421,0.77636,0.51099,1.10575,0.75764,1.46664,0.000977,0.000977,0.000977
33,624.812,1.08925,0.83762,1.35639,0.7791,0.7425,0.80041,0.51322,1.09782,0.75136,1.47634,0.000944,0.000944,0.000944
34,642.216,1.09186,0.84526,1.34896,0.74155,0.7324,0.79599,0.51281,1.11477,0.73811,1.49356,0.000911,0.000911,0.000911
35,661.061,1.07256,0.82372,1.32895,0.75385,0.76579,0.81297,0.53037,1.07602,0.67029,1.44044,0.000878,0.000878,0.000878
36,679.104,1.09148,0.81495,1.3426,0.82502,0.72105,0.80635,0.53367,1.08208,0.65589,1.45878,0.000845,0.000845,0.000845
37,696.933,1.05004,0.81225,1.31157,0.80146,0.77368,0.82673,0.53919,1.06212,0.6589,1.42445,0.000812,0.000812,0.000812
38,716.404,1.0394,0.79763,1.32628,0.77637,0.68421,0.77767,0.51703,1.07924,0.73899,1.44843,0.000779,0.000779,0.000779
39,735.279,1.05975,0.80914,1.33681,0.77589,0.73947,0.79938,0.52522,1.10452,0.71245,1.46667,0.000746,0.000746,0.000746
40,753.12,1.04935,0.81416,1.32565,0.79309,0.73158,0.81481,0.53173,1.0917,0.69612,1.48361,0.000713,0.000713,0.000713
41,771.036,1.03169,0.77713,1.31268,0.82598,0.72368,0.81067,0.51761,1.08232,0.67818,1.45713,0.00068,0.00068,0.00068
42,790.157,1.05923,0.80056,1.33059,0.76153,0.79836,0.82829,0.54572,1.0787,0.67017,1.43494,0.000647,0.000647,0.000647
43,807.856,1.02063,0.77714,1.31447,0.78716,0.76886,0.81565,0.54106,1.05419,0.65008,1.43554,0.000614,0.000614,0.000614
44,825.499,1.00666,0.75094,1.29772,0.79398,0.73421,0.80128,0.53566,1.06653,0.67355,1.43974,0.000581,0.000581,0.000581
45,844.31,0.99653,0.75185,1.29526,0.78874,0.73158,0.81701,0.54663,1.04486,0.64252,1.43763,0.000548,0.000548,0.000548
46,861.524,1.02675,0.78723,1.30876,0.85435,0.71579,0.81907,0.54668,1.076,0.66164,1.42667,0.000515,0.000515,0.000515
47,880.517,0.99415,0.7435,1.29369,0.77819,0.77552,0.82092,0.55045,1.0326,0.6607,1.42056,0.000482,0.000482,0.000482
48,898.958,1.00407,0.77915,1.30283,0.82533,0.74604,0.82942,0.56304,1.0207,0.62676,1.38811,0.000449,0.000449,0.000449
49,917.685,1.00048,0.75977,1.29124,0.80813,0.74737,0.81562,0.55416,1.02662,0.63142,1.39671,0.000416,0.000416,0.000416
50,935.422,0.97748,0.71291,1.26836,0.76338,0.78108,0.82618,0.55924,1.01944,0.63789,1.41156,0.000383,0.000383,0.000383
51,956.735,0.88784,0.67503,1.2795,0.79499,0.75263,0.82178,0.56461,1.02805,0.6209,1.42374,0.00035,0.00035,0.00035
52,973.989,0.92371,0.64861,1.3062,0.85156,0.70954,0.81089,0.55224,1.00146,0.63515,1.38636,0.000317,0.000317,0.000317
53,991.102,0.86556,0.60306,1.25732,0.80458,0.77105,0.82683,0.56459,1.00287,0.61436,1.39533,0.000284,0.000284,0.000284
54,1008.04,0.86541,0.59854,1.24684,0.78915,0.78158,0.83277,0.56305,0.99445,0.62344,1.38922,0.000251,0.000251,0.000251
55,1026.42,0.84885,0.58595,1.25688,0.81374,0.75882,0.83146,0.55326,0.99417,0.60991,1.38957,0.000218,0.000218,0.000218
56,1045.07,0.84543,0.57139,1.25327,0.76174,0.76579,0.8183,0.55592,1.00267,0.61978,1.38934,0.000185,0.000185,0.000185
57,1063.06,0.85714,0.57178,1.25887,0.7675,0.77313,0.81575,0.55429,0.99424,0.61703,1.38875,0.000152,0.000152,0.000152
58,1081.38,0.81611,0.54872,1.22298,0.80021,0.75,0.8269,0.56598,1.00069,0.60802,1.39088,0.000119,0.000119,0.000119
59,1099.55,0.80431,0.54913,1.2314,0.81306,0.74399,0.82565,0.56382,0.98449,0.60501,1.37699,8.6e-05,8.6e-05,8.6e-05
60,1116.61,0.80969,0.54267,1.21868,0.79303,0.74737,0.82452,0.56736,0.97778,0.60218,1.3669,5.3e-05,5.3e-05,5.3e-05
